Airline,FlightNumber,Departure,Arrival,DepartureTime,ArrivalTime,Delay
Qatar Airways,2028,Rome,Rome,Evening,Night,Cancelled
Saudi Arabian Airlines,2014,Madrid,London,Evening,Night,On Time
Swiss International Air Lines,5076,London,Berlin,Morning,Morning,Delayed
American Airlines,8558,Sydney,Madrid,Morning,Morning,Cancelled
American Airlines,7916,Madrid,Madrid,Morning,Afternoon,Cancelled
Emirates,7720,Dubai,New York,Afternoon,Morning,On Time
ANA,8627,Doha,Paris,Morning,Evening,Delayed
Etihad Airways,3224,Paris,Berlin,Morning,Evening,Delayed
American Airlines,494,Doha,Berlin,Afternoon,Morning,Delayed
British Airways,613,Berlin,Paris,Morning,Night,Delayed
South Korea Air,2086,Paris,Sydney,Afternoon,Night,On Time
Saudi Arabian Airlines,6330,Paris,Tokyo,Afternoon,Night,Cancelled
South Korea Air,9885,Rome,Paris,Evening,Night,Delayed
Turkish Airlines,9500,New York,Rome,Night,Night,Cancelled
Kuwait Airways,4607,Dubai,Tokyo,Afternoon,Evening,On Time
Turkish Airlines,7558,Tokyo,New York,Night,Night,On Time
American Airlines,3024,Tokyo,Rome,Evening,Evening,On Time
Saudi Arabian Airlines,7187,Madrid,Tokyo,Evening,Night,Delayed
Turkish Airlines,976,Madrid,Berlin,Afternoon,Night,Cancelled
Emirates,2412,Doha,Tokyo,Afternoon,Evening,Cancelled
Air Algerie,7829,Sydney,New York,Morning,Night,On Time
Turkish Airlines,7134,Paris,Paris,Evening,Night,On Time
Turkish Airlines,9718,Berlin,Sydney,Night,Evening,Cancelled
ITA Airways,6348,Dubai,Berlin,Morning,Evening,Delayed
Lufthansa,4641,New York,New York,Evening,Morning,Delayed
Lufthansa,5478,Madrid,Doha,Night,Evening,Delayed
Kuwait Airways,9846,New York,Doha,Morning,Evening,Delayed
Kuwait Airways,2732,Paris,Tokyo,Morning,Night,Cancelled
Kuwait Airways,8926,Tokyo,Dubai,Night,Evening,Cancelled
Saudi Arabian Airlines,8532,Rome,Paris,Afternoon,Morning,On Time
Etihad Airways,4281,Paris,New York,Afternoon,Evening,Cancelled
Qatar Airways,8148,Tokyo,New York,Afternoon,Morning,Delayed
Emirates,3031,Paris,Paris,Evening,Morning,On Time
Japan Airlines,1743,Berlin,Doha,Morning,Evening,On Time
Qatar Airways,1659,Doha,Rome,Night,Night,Cancelled
British Airways,5313,Rome,Madrid,Evening,Afternoon,Delayed
Japan Airlines,9804,Tokyo,Paris,Afternoon,Morning,Cancelled
Air Algerie,1054,Dubai,Paris,Afternoon,Morning,On Time
Turkish Airlines,5819,Tokyo,Dubai,Morning,Evening,Delayed
Air Algerie,3866,Doha,Paris,Morning,Afternoon,Delayed
Kuwait Airways,7106,Madrid,Tokyo,Night,Evening,On Time
ITA Airways,1437,London,Sydney,Afternoon,Afternoon,Cancelled
Swiss International Air Lines,1264,Rome,Tokyo,Afternoon,Evening,Cancelled
Emirates,2105,New York,Sydney,Evening,Morning,Delayed
Swiss International Air Lines,1175,New York,Sydney,Morning,Morning,Cancelled
Saudi Arabian Airlines,547,Berlin,Tokyo,Evening,Morning,Delayed
Swiss International Air Lines,7391,Madrid,Rome,Afternoon,Morning,On Time
Lufthansa,3249,Dubai,London,Night,Afternoon,Delayed
South Korea Air,7164,London,London,Afternoon,Evening,Cancelled
Emirates,7857,Doha,Berlin,Afternoon,Night,Delayed
South Korea Air,3461,London,Sydney,Evening,Morning,Cancelled
ANA,9224,Paris,Madrid,Night,Evening,Cancelled
South Korea Air,5781,Paris,Rome,Morning,Evening,Delayed
Japan Airlines,5379,Tokyo,Dubai,Morning,Morning,On Time
Kuwait Airways,1940,London,Paris,Night,Morning,Delayed
Qatar Airways,493,Rome,Rome,Afternoon,Night,Delayed
American Airlines,5322,Rome,Rome,Night,Morning,Cancelled
Air Algerie,4357,London,London,Night,Night,Cancelled
Emirates,2274,Berlin,Tokyo,Evening,Evening,On Time
Lufthansa,9853,Doha,Doha,Afternoon,Afternoon,On Time
South Korea Air,9538,London,Berlin,Night,Night,On Time
Qatar Airways,5402,Madrid,Sydney,Night,Afternoon,Cancelled
British Airways,5816,New York,Sydney,Evening,Night,Cancelled
Japan Airlines,9042,Doha,Rome,Morning,Night,Cancelled
Swiss International Air Lines,9426,Rome,Sydney,Morning,Afternoon,Delayed
Lufthansa,4819,Paris,New York,Afternoon,Afternoon,On Time
Japan Airlines,8198,Tokyo,Rome,Night,Night,On Time
Lufthansa,9550,Tokyo,Madrid,Afternoon,Night,On Time
Qatar Airways,7838,Sydney,Berlin,Evening,Afternoon,Delayed
ITA Airways,3605,Rome,Paris,Afternoon,Morning,Cancelled
ITA Airways,3580,Rome,Doha,Morning,Night,Cancelled
Turkish Airlines,5434,Berlin,Sydney,Morning,Evening,Delayed
Swiss International Air Lines,9619,Tokyo,New York,Night,Evening,On Time
Japan Airlines,1183,Madrid,Sydney,Afternoon,Night,On Time
Delta Airlines,8563,Paris,London,Morning,Night,On Time
Etihad Airways,9615,Dubai,Tokyo,Night,Afternoon,On Time
Air Algerie,3925,Rome,Doha,Night,Night,Delayed
British Airways,1638,Doha,Doha,Night,Evening,Delayed
American Airlines,9891,Doha,Madrid,Evening,Morning,Cancelled
Delta Airlines,3205,Madrid,Madrid,Night,Afternoon,On Time
Japan Airlines,3375,Madrid,Doha,Morning,Morning,Delayed
Japan Airlines,7322,Paris,Dubai,Evening,Afternoon,Delayed
Etihad Airways,5724,Paris,Madrid,Night,Night,On Time
Emirates,9126,Doha,New York,Evening,Night,Cancelled
British Airways,8701,Dubai,Doha,Afternoon,Afternoon,Delayed
Swiss International Air Lines,6446,Rome,Tokyo,Afternoon,Night,Cancelled
Lufthansa,3849,London,Madrid,Night,Evening,On Time
Swiss International Air Lines,8256,Doha,Rome,Afternoon,Night,On Time
Delta Airlines,9292,Dubai,New York,Morning,Afternoon,Cancelled
Air Algerie,3586,Sydney,Doha,Morning,Evening,Cancelled
Lufthansa,3023,Paris,Tokyo,Evening,Afternoon,Cancelled
Emirates,3682,Tokyo,Dubai,Afternoon,Evening,On Time
American Airlines,9914,Sydney,Madrid,Morning,Afternoon,Cancelled
Delta Airlines,6525,Madrid,Berlin,Evening,Morning,Cancelled
Emirates,667,Berlin,Berlin,Afternoon,Night,Cancelled
ITA Airways,1845,Dubai,Sydney,Evening,Afternoon,Delayed
American Airlines,2621,Doha,Berlin,Morning,Night,Delayed
Etihad Airways,7350,New York,Paris,Night,Afternoon,On Time
Lufthansa,8151,Rome,Paris,Morning,Morning,Cancelled
Japan Airlines,3060,New York,Doha,Evening,Evening,On Time
Turkish Airlines,2166,New York,London,Morning,Night,On Time
ITA Airways,7673,Rome,Paris,Morning,Morning,On Time
Delta Airlines,2159,Dubai,Paris,Afternoon,Afternoon,Delayed
Air Algerie,6561,Tokyo,Paris,Afternoon,Night,Delayed
South Korea Air,6966,Madrid,Doha,Afternoon,Morning,On Time
ITA Airways,9610,Rome,Berlin,Evening,Morning,Delayed
Saudi Arabian Airlines,4082,Tokyo,New York,Afternoon,Evening,Delayed
ITA Airways,7364,Paris,Sydney,Afternoon,Afternoon,On Time
Kuwait Airways,8487,Sydney,Doha,Morning,Afternoon,Delayed
Saudi Arabian Airlines,2273,Tokyo,Berlin,Morning,Night,Cancelled
Qatar Airways,1113,Tokyo,Doha,Night,Evening,Delayed
Japan Airlines,9969,Paris,Doha,Morning,Night,On Time
Air Algerie,7229,Sydney,Rome,Afternoon,Afternoon,Delayed
Swiss International Air Lines,6584,New York,Rome,Night,Night,On Time
ITA Airways,4721,London,London,Night,Evening,On Time
Etihad Airways,691,Paris,Tokyo,Morning,Evening,Cancelled
Lufthansa,281,Rome,New York,Morning,Evening,Cancelled
Emirates,9399,Sydney,Dubai,Morning,Morning,Delayed
Japan Airlines,900,Dubai,Dubai,Night,Evening,On Time
American Airlines,4674,New York,Doha,Morning,Morning,On Time
Delta Airlines,4197,Paris,Madrid,Evening,Morning,On Time
Saudi Arabian Airlines,5049,Paris,Paris,Afternoon,Afternoon,On Time
ITA Airways,5249,New York,Dubai,Morning,Afternoon,Cancelled
Kuwait Airways,8371,Paris,Sydney,Night,Evening,On Time
Etihad Airways,1579,Doha,Dubai,Evening,Morning,On Time
Swiss International Air Lines,1228,New York,London,Evening,Night,Delayed
ANA,1330,Tokyo,London,Evening,Evening,Delayed
Lufthansa,9419,London,Sydney,Afternoon,Afternoon,Cancelled
Turkish Airlines,7030,Berlin,Tokyo,Morning,Morning,On Time
Emirates,6600,Dubai,Paris,Morning,Evening,Cancelled
Swiss International Air Lines,3956,London,Madrid,Morning,Morning,Delayed
Etihad Airways,4415,Dubai,Madrid,Evening,Night,On Time
Turkish Airlines,7998,Tokyo,Rome,Evening,Morning,Cancelled
Etihad Airways,504,Madrid,Doha,Evening,Evening,On Time
Etihad Airways,9553,Dubai,Paris,Afternoon,Morning,Delayed
Saudi Arabian Airlines,9173,Rome,Berlin,Afternoon,Night,Cancelled
ANA,6368,Dubai,Doha,Night,Night,Cancelled
Japan Airlines,2835,Madrid,Madrid,Afternoon,Evening,Cancelled
Etihad Airways,241,Sydney,Sydney,Evening,Morning,Delayed
Saudi Arabian Airlines,5435,London,New York,Morning,Morning,Delayed
Qatar Airways,2942,Dubai,Doha,Night,Afternoon,Delayed
Delta Airlines,2041,Paris,Paris,Night,Morning,Delayed
Delta Airlines,9615,Sydney,New York,Afternoon,Morning,Cancelled
Saudi Arabian Airlines,4984,Tokyo,London,Evening,Evening,On Time
American Airlines,5322,Paris,Dubai,Morning,Night,Delayed
British Airways,6030,Dubai,Sydney,Afternoon,Night,Cancelled
Swiss International Air Lines,429,Dubai,London,Night,Night,Delayed
Air Algerie,1792,Tokyo,Tokyo,Evening,Night,Cancelled
ITA Airways,7517,New York,Doha,Morning,Evening,On Time
Lufthansa,3492,Madrid,Madrid,Evening,Afternoon,Delayed
Air Algerie,3984,Doha,Tokyo,Night,Evening,On Time
Japan Airlines,8603,Rome,Doha,Afternoon,Night,Cancelled
Swiss International Air Lines,5679,Paris,Doha,Night,Night,Cancelled
Turkish Airlines,8941,Paris,Dubai,Night,Night,Cancelled
Saudi Arabian Airlines,9727,New York,London,Afternoon,Afternoon,Cancelled
Lufthansa,2482,Sydney,Paris,Evening,Morning,Delayed
Swiss International Air Lines,9595,Doha,Sydney,Evening,Evening,On Time
Etihad Airways,5936,Paris,Madrid,Evening,Evening,On Time
Delta Airlines,5048,London,New York,Morning,Morning,Cancelled
Delta Airlines,9956,Tokyo,Berlin,Evening,Afternoon,Cancelled
Air Algerie,6182,Dubai,Dubai,Evening,Evening,Cancelled
Etihad Airways,1942,Dubai,Paris,Afternoon,Morning,Delayed
British Airways,5757,Rome,London,Morning,Afternoon,Delayed
Etihad Airways,2147,New York,Paris,Afternoon,Morning,Cancelled
British Airways,8506,Berlin,Sydney,Afternoon,Night,On Time
Japan Airlines,2653,Rome,Sydney,Evening,Evening,Delayed
ANA,2946,Paris,Paris,Evening,Afternoon,On Time
ANA,3867,Sydney,Madrid,Morning,Night,Delayed
Etihad Airways,1061,Paris,Dubai,Morning,Morning,Delayed
ITA Airways,3565,Madrid,London,Evening,Evening,Cancelled
American Airlines,2171,Dubai,Paris,Morning,Afternoon,On Time
Turkish Airlines,4213,Dubai,London,Evening,Afternoon,On Time
Kuwait Airways,9467,Sydney,London,Morning,Evening,Cancelled
British Airways,6834,Madrid,New York,Morning,Night,Cancelled
Kuwait Airways,8182,Rome,London,Night,Morning,Cancelled
British Airways,5128,Dubai,London,Night,Evening,Delayed
Turkish Airlines,5032,Sydney,New York,Evening,Morning,Delayed
Air Algerie,4021,Dubai,Paris,Evening,Evening,Delayed
Lufthansa,2406,London,London,Evening,Afternoon,Cancelled
Saudi Arabian Airlines,4587,Doha,Doha,Evening,Morning,Cancelled
Delta Airlines,736,London,Madrid,Evening,Morning,Cancelled
South Korea Air,171,Doha,Paris,Morning,Morning,On Time
Saudi Arabian Airlines,9046,London,Berlin,Night,Evening,Delayed
ANA,7703,New York,Doha,Night,Night,On Time
ITA Airways,8363,Madrid,Rome,Night,Night,Cancelled
Lufthansa,9809,New York,Berlin,Night,Night,Delayed
South Korea Air,4805,Doha,Doha,Morning,Evening,Delayed
South Korea Air,7210,Sydney,New York,Evening,Night,Delayed
ANA,6709,Tokyo,New York,Evening,Afternoon,Delayed
Turkish Airlines,4528,Rome,Sydney,Afternoon,Evening,Cancelled
ITA Airways,7568,New York,Rome,Night,Evening,Delayed
ITA Airways,8443,London,Tokyo,Evening,Afternoon,On Time
Swiss International Air Lines,9269,Madrid,New York,Night,Afternoon,Delayed
Etihad Airways,4623,New York,Sydney,Evening,Evening,Delayed
Kuwait Airways,7047,Madrid,Doha,Afternoon,Morning,Cancelled
Etihad Airways,7233,Sydney,Madrid,Afternoon,Morning,Cancelled
Turkish Airlines,8660,Tokyo,London,Morning,Night,Delayed
Qatar Airways,5648,Madrid,New York,Afternoon,Afternoon,Delayed
Saudi Arabian Airlines,2401,Doha,New York,Afternoon,Morning,Cancelled
Etihad Airways,4725,New York,Madrid,Morning,Afternoon,Cancelled
American Airlines,2109,Berlin,Berlin,Morning,Morning,On Time
Turkish Airlines,2006,Dubai,London,Night,Evening,Cancelled
Swiss International Air Lines,8640,Dubai,Berlin,Morning,Night,On Time
ANA,2254,Madrid,New York,Afternoon,Evening,Cancelled
Turkish Airlines,1837,Madrid,London,Evening,Night,On Time
British Airways,8349,Rome,Rome,Evening,Night,Delayed
ITA Airways,5317,London,Doha,Morning,Morning,Delayed
Kuwait Airways,9710,Dubai,Madrid,Afternoon,Night,Delayed
Kuwait Airways,5181,New York,Dubai,Night,Night,Cancelled
Etihad Airways,1264,Madrid,Paris,Evening,Night,On Time
Emirates,2338,Sydney,Doha,Afternoon,Evening,Delayed
Saudi Arabian Airlines,3367,Paris,Madrid,Afternoon,Night,On Time
ANA,8763,Dubai,Dubai,Night,Afternoon,On Time
Etihad Airways,7206,London,New York,Evening,Evening,Delayed
Saudi Arabian Airlines,9940,New York,Sydney,Night,Afternoon,Cancelled
Saudi Arabian Airlines,6631,Tokyo,Paris,Night,Afternoon,On Time
Japan Airlines,7671,Tokyo,Madrid,Afternoon,Afternoon,Cancelled
Japan Airlines,2885,Doha,Dubai,Night,Morning,On Time
Kuwait Airways,239,Dubai,Sydney,Afternoon,Evening,Cancelled
Swiss International Air Lines,834,Dubai,Rome,Morning,Afternoon,On Time
Kuwait Airways,9863,London,Rome,Evening,Night,Cancelled
Air Algerie,6637,New York,Madrid,Morning,Night,On Time
Swiss International Air Lines,8687,Paris,Madrid,Night,Afternoon,Delayed
Lufthansa,4410,Doha,Berlin,Morning,Night,Cancelled
South Korea Air,4492,New York,Dubai,Night,Afternoon,Delayed
American Airlines,7103,Doha,Madrid,Evening,Morning,Delayed
Turkish Airlines,2002,Sydney,Dubai,Night,Night,On Time
Etihad Airways,2869,Madrid,Rome,Afternoon,Afternoon,On Time
Emirates,2532,Berlin,Tokyo,Morning,Afternoon,Delayed
Delta Airlines,5297,Madrid,New York,Afternoon,Night,Cancelled
British Airways,1049,Madrid,Tokyo,Night,Afternoon,Delayed
Lufthansa,9230,London,Tokyo,Morning,Evening,Delayed
ANA,5297,New York,London,Afternoon,Night,Cancelled
British Airways,7580,Rome,Sydney,Evening,Evening,On Time
South Korea Air,6407,London,Berlin,Afternoon,Evening,Delayed
Turkish Airlines,7612,New York,Tokyo,Evening,Morning,Cancelled
Emirates,7834,Tokyo,New York,Afternoon,Night,On Time
Turkish Airlines,1237,Dubai,Tokyo,Night,Night,Delayed
ITA Airways,192,Madrid,New York,Night,Afternoon,On Time
Delta Airlines,2253,Tokyo,London,Afternoon,Night,Delayed
Japan Airlines,8170,Tokyo,Berlin,Morning,Morning,Cancelled
British Airways,9903,Madrid,Berlin,Morning,Evening,Cancelled
Air Algerie,9907,Paris,Paris,Evening,Evening,Cancelled
Air Algerie,9007,Berlin,Tokyo,Afternoon,Afternoon,Cancelled
Lufthansa,2882,Madrid,Tokyo,Evening,Evening,On Time
ITA Airways,3355,Berlin,London,Afternoon,Evening,On Time
Etihad Airways,7986,London,London,Morning,Afternoon,On Time
British Airways,1206,Sydney,Tokyo,Night,Night,Delayed
American Airlines,865,Rome,Madrid,Afternoon,Morning,Delayed
American Airlines,220,Rome,London,Evening,Evening,Delayed
Swiss International Air Lines,7008,Berlin,Paris,Night,Night,Cancelled
British Airways,5172,Dubai,Rome,Night,Afternoon,On Time
ITA Airways,2543,Paris,Paris,Afternoon,Afternoon,Cancelled
American Airlines,5772,Dubai,New York,Afternoon,Night,On Time
Emirates,967,New York,Berlin,Morning,Night,Cancelled
British Airways,2260,Rome,Doha,Night,Morning,Delayed
Lufthansa,8201,Dubai,Sydney,Afternoon,Night,On Time
American Airlines,8019,Paris,London,Evening,Afternoon,Delayed
Etihad Airways,661,New York,Tokyo,Night,Morning,Cancelled
Turkish Airlines,5454,Sydney,Rome,Night,Evening,Cancelled
ANA,8271,Sydney,Doha,Morning,Night,On Time
Saudi Arabian Airlines,6957,London,Tokyo,Morning,Afternoon,Delayed
ITA Airways,5362,Paris,Paris,Night,Evening,On Time
British Airways,9753,Berlin,New York,Morning,Morning,On Time
Delta Airlines,2489,Rome,Doha,Morning,Night,Cancelled
British Airways,9649,Tokyo,Paris,Afternoon,Evening,Cancelled
Etihad Airways,8936,Rome,Tokyo,Afternoon,Evening,Cancelled
ANA,2438,Doha,Rome,Evening,Night,Delayed
Qatar Airways,9962,Paris,Rome,Evening,Morning,On Time
Kuwait Airways,6840,New York,Tokyo,Night,Evening,Cancelled
Kuwait Airways,4960,London,Berlin,Afternoon,Night,Cancelled
ITA Airways,4535,Tokyo,Rome,Night,Morning,Cancelled
Swiss International Air Lines,3417,Doha,Doha,Morning,Evening,Delayed
Delta Airlines,2226,London,Dubai,Morning,Evening,Delayed
South Korea Air,532,Sydney,Sydney,Morning,Morning,On Time
ANA,5313,Madrid,Sydney,Night,Morning,On Time
Delta Airlines,6426,Sydney,Berlin,Afternoon,Evening,Cancelled
ITA Airways,4600,New York,Berlin,Morning,Night,Delayed
Qatar Airways,6951,Dubai,Doha,Evening,Afternoon,On Time
Lufthansa,4370,Berlin,New York,Afternoon,Evening,On Time
Emirates,9497,Dubai,Paris,Morning,Night,Delayed
Japan Airlines,4682,Rome,Dubai,Night,Evening,Delayed
Kuwait Airways,1384,New York,Doha,Evening,Evening,Cancelled
Delta Airlines,7156,New York,London,Evening,Morning,On Time
Air Algerie,7760,Berlin,Paris,Night,Evening,Cancelled
Kuwait Airways,2427,Paris,London,Night,Evening,On Time
Turkish Airlines,7263,Tokyo,Tokyo,Afternoon,Evening,On Time
Air Algerie,5848,Rome,Paris,Evening,Morning,Delayed
Lufthansa,8774,Berlin,Madrid,Evening,Morning,On Time
British Airways,3545,Tokyo,London,Morning,Morning,Delayed
Kuwait Airways,5433,Sydney,Berlin,Evening,Morning,Cancelled
Saudi Arabian Airlines,9034,Rome,Berlin,Evening,Afternoon,Delayed
Turkish Airlines,3401,Sydney,London,Night,Evening,On Time
South Korea Air,5777,Rome,London,Evening,Afternoon,Delayed
Turkish Airlines,5916,Madrid,New York,Afternoon,Afternoon,On Time
ANA,127,Paris,Doha,Afternoon,Morning,On Time
British Airways,4852,Dubai,Paris,Evening,Evening,Delayed
South Korea Air,6970,Dubai,New York,Evening,Afternoon,Cancelled
Kuwait Airways,2065,Madrid,Sydney,Evening,Evening,Delayed
American Airlines,5568,Rome,Dubai,Morning,Evening,Delayed
Etihad Airways,4604,London,Doha,Afternoon,Morning,Delayed
Turkish Airlines,7437,Tokyo,Madrid,Night,Afternoon,Cancelled
Kuwait Airways,7906,Doha,Madrid,Morning,Night,On Time
American Airlines,5014,London,Paris,Afternoon,Afternoon,Cancelled
British Airways,7931,Paris,Tokyo,Morning,Afternoon,Cancelled
Swiss International Air Lines,4972,Madrid,Rome,Night,Afternoon,Cancelled
ITA Airways,6968,Rome,Doha,Morning,Night,On Time
Emirates,9414,New York,Dubai,Evening,Evening,On Time
Swiss International Air Lines,8035,London,Tokyo,Morning,Evening,On Time
Japan Airlines,1925,London,Doha,Afternoon,Afternoon,Cancelled
Japan Airlines,8185,Dubai,Doha,Evening,Night,On Time
Swiss International Air Lines,5389,Sydney,Sydney,Evening,Evening,Cancelled
ANA,1962,Doha,Paris,Evening,Morning,Delayed
Lufthansa,7717,Berlin,London,Morning,Afternoon,On Time
Delta Airlines,6096,Paris,Rome,Morning,Morning,Delayed
Saudi Arabian Airlines,4740,New York,Doha,Morning,Morning,On Time
Air Algerie,7018,Doha,New York,Night,Afternoon,Delayed
ITA Airways,1871,Doha,Rome,Afternoon,Afternoon,On Time
British Airways,9804,Doha,Tokyo,Afternoon,Night,On Time
Qatar Airways,5764,London,Berlin,Morning,Morning,On Time
Etihad Airways,4793,New York,Dubai,Morning,Evening,Delayed
Etihad Airways,5752,Sydney,Berlin,Evening,Evening,Delayed
ITA Airways,3992,Tokyo,Tokyo,Morning,Afternoon,On Time
Etihad Airways,5959,Rome,New York,Night,Afternoon,On Time
Swiss International Air Lines,7056,Paris,Dubai,Night,Night,Cancelled
Saudi Arabian Airlines,9080,Tokyo,Dubai,Evening,Morning,Delayed
Delta Airlines,7507,Berlin,Rome,Evening,Night,On Time
Turkish Airlines,4027,Madrid,Dubai,Night,Afternoon,Delayed
British Airways,6339,London,New York,Morning,Morning,On Time
Etihad Airways,5152,New York,Sydney,Night,Evening,Delayed
Qatar Airways,7317,Rome,Rome,Afternoon,Evening,Cancelled
British Airways,1533,New York,Rome,Morning,Night,Delayed
Emirates,1975,Madrid,London,Night,Evening,On Time
American Airlines,1367,London,New York,Afternoon,Afternoon,On Time
South Korea Air,1296,Madrid,Sydney,Night,Morning,Delayed
South Korea Air,4524,Paris,Berlin,Morning,Evening,Cancelled
Etihad Airways,6950,London,Berlin,Night,Morning,On Time
Japan Airlines,5883,Berlin,Madrid,Night,Night,Delayed
Turkish Airlines,8632,Sydney,New York,Evening,Afternoon,Cancelled
Swiss International Air Lines,4832,London,Dubai,Evening,Afternoon,Cancelled
Japan Airlines,8224,Paris,London,Night,Morning,Delayed
Japan Airlines,2055,Rome,Doha,Evening,Night,Cancelled
Turkish Airlines,1091,Rome,Sydney,Morning,Evening,On Time
Etihad Airways,4979,Tokyo,Dubai,Night,Morning,Cancelled
Emirates,5308,Dubai,Doha,Morning,Night,Delayed
ITA Airways,9945,New York,Tokyo,Evening,Morning,Delayed
Qatar Airways,5039,Berlin,New York,Afternoon,Night,On Time
Emirates,3319,Berlin,Berlin,Morning,Evening,On Time
Swiss International Air Lines,8395,Rome,Sydney,Morning,Morning,Cancelled
American Airlines,382,New York,Madrid,Morning,Morning,Cancelled
